year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1995;11;8.0;;Nigeria;Nigeria Airways;Jos - Kano;Boeing B-737-2F9;137.0;129.0;8.0;9.0;9.0;0.0;0.0
1995;11;19.0;;Sri Lanka;Military - Sri Lanka Air Force;Colombo - Palay AFB;Antonov AN-32;63.0;57.0;6.0;63.0;57.0;6.0;0.0
1995;11;10.0;;Malaysia;Sabah Air;;Bell 412 (helicopter);10.0;8.0;2.0;10.0;8.0;2.0;0.0
1995;11;19.0;;Azerbaijan;Azerbaijan Airlines;;Boeing 707-323C;6.0;0.0;6.0;2.0;0.0;2.0;0.0
1995;12;22.0;;Cameroon;Cameroon Airlines;Cotonou - Douala;Boeing B-737-2K9;78.0;72.0;6.0;72.0;68.0;4.0;0.0
1995;12;17.0;;Russia;Azerbaijani Airlines;Nakhichevan - Baku;Tupolev TU-134B-3;82.0;76.0;6.0;54.0;52.0;2.0;0.0
1995;12;5.0;;Russia;Far East Aviation;Yushno - Khabarovk;Tupolev TU-154B;98.0;90.0;8.0;98.0;90.0;8.0;0.0
1995;12;19.0;;Italy;Romanian Banat Air;Verona - Timisoara;Antonov AN-24B;49.0;41.0;8.0;49.0;41.0;8.0;0.0
1995;12;;;Angola;Trans Service Airlift;Jamba Airport - ?;Lockheed L-188C Electra;144.0;139.0;5.0;141.0;137.0;4.0;0.0
1995;12;21.0;;Colombia;American Airlines;Miami - Cali;Boeing B-757-223;164.0;156.0;8.0;160.0;152.0;8.0;0.0
1995;12;;;Papua New Guinea;Island Airways;Madang - Bundi;Britten Norman BN-2A-21 Trislander;12.0;11.0;1.0;2.0;1.0;1.0;0.0
1996;1;;;Barbados;Mustique Airways;Union Island - Bridgetown;Britten-Norman BN-2A-27 Islander;10.0;9.0;1.0;1.0;1.0;0.0;0.0
1996;1;12.0;;Zaire;African Air;Kinshasa - Kahemba;Antonov AN-32B;6.0;0.0;6.0;2.0;0.0;2.0;225.0
1996;1;20.0;;Nigeria;Military - Nigerian Air Force;Lagos - Kano;British Aerospace BAe-125-700B;14.0;10.0;4.0;14.0;10.0;4.0;0.0
1996;1;12.0;;Sri Lanka;Military - Sri Lanka Air Force;;Mil Mi-17 (helicopter);39.0;;;39.0;;;0.0
1996;2;14.0;;Paraguay;Lineas Aereas del Caribe;Asuncion - Campina Grande;McDonnell Douglas DC-8-55F;4.0;1.0;3.0;4.0;1.0;3.0;24.0
1996;2;9.0;Arizona;United States;Business Air Connection;St. Johns, AZ - Brownsville, TX;ConvairCV-440;4.0;2.0;2.0;4.0;2.0;2.0;0.0
1996;2;23.0;;;Alas Nacionales, leased from Birgen Air;Puerto Plata - Gander;Boeing B-757-225;189.0;176.0;13.0;189.0;176.0;13.0;0.0
1996;2;;;Afghanistan;Military - Taliban Militia;;;20.0;;;20.0;;;0.0
1996;2;12.0;;;Hati Express;Port-au-Prince - Cap Haitien;GAF Nomad N-24A;15.0;13.0;2.0;11.0;9.0;2.0;0.0
1996;2;19.0;;Sudan;Military - Sudanese Air Force;El Obeid - Khartoum;Lockheed C-130H;91.0;85.0;6.0;91.0;85.0;6.0;0.0
1996;2;5.0;;Angola;Aero Tropical;Ludana - Lukapa;Antonov 12BP;8.0;3.0;5.0;8.0;3.0;5.0;0.0
1996;2;20.0;;Peru;Compania de Aviacion Faucett SA (Peru);Lima - Arequipa;Boeing B-737-222;123.0;117.0;6.0;123.0;117.0;6.0;0.0
1996;3;;;Peru;Military - Peruvian Army Aviation;Condorcanqui - Bagua;Mil Mi-17;23.0;;;23.0;;;0.0
1996;3;;;Turkmenistan;Akhal Air;;Mil Mi-8T (helicopter);12.0;9.0;3.0;12.0;9.0;3.0;0.0
1996;4;14.0;;Croatia;Military - U.S. Air Force;Tizla - Dubrovnik;Boeing B-737-T43;35.0;29.0;6.0;35.0;29.0;6.0;0.0
1996;4;14.0;;Russia;Krasnoyarskie Avialinii;Novosibirsk - Petropavlovsk;Ilyushin IL-76TD;20.0;11.0;9.0;20.0;11.0;9.0;0.0
1996;4;;;Taiwan;Formosa Airlines;Taipei - Matsu Island;Dornier 228-212;17.0;15.0;2.0;6.0;6.0;0.0;0.0
1996;4;8.0;Wyoming;United States;Private;Cheyenne, WY - Lincoln, NE;Cessna 177B;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1996;5;22.0;;Sudan;Federal Airlines;Wadi Halfa - Khartoum;Antonov AN-24;53.0;48.0;5.0;53.0;48.0;5.0;0.0
1996;5;;;Canada;Buffalo Narrows Airways;;de Havilland Canada DHC-3 Otter;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1996;5;;;Mexico;Aeroservicios Empresariales de Durango;Durango - Otaez;de Havilland Canada DHC-6 Twin Otter 200;19.0;17.0;2.0;16.0;14.0;2.0;0.0
1996;5;14.0;Florida;United States;ValuJet;Miami - Atlanta;McDonnell Douglas DC-9-32;110.0;105.0;5.0;110.0;105.0;5.0;0.0
1996;5;13.0;;Papua New Guinea;Milne Bay Air;Menyamya - Marakawa;Britten Norman BN-2A-20 Trislander;10.0;9.0;1.0;1.0;1.0;0.0;0.0
1996;5;23.0;;United Kingdom;Loganair;Inverness - Lerwick;Britten-Norman BN-2A-26 Islander;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1996;6;;;;Hoseba;Kinshasa, Congo  - Athens, Greece;Ilyushin 76MD;10.0;2.0;8.0;10.0;2.0;8.0;0.0
1996;6;14.0;;Iran;Iran Air;Training;Boeing 727-286;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1996;6;19.0;;;Military - Australian Army Aviation;;Sikorsky S-70 / Sikorsky S-70;28.0;;;18.0;;;0.0
1996;6;12.0;;Japan;Garuda Indonesia Airlines;Fukuoka - Denpasar;McDonnell Douglas DC-10-30;275.0;260.0;15.0;3.0;3.0;0.0;0.0
1996;6;17.0;;China;China Flying Dragon Aviation (Feilong Airlines);Dalian - Shanghai;Harbin Yunshuji Y-12-II;12.0;9.0;3.0;2.0;1.0;1.0;0.0
1996;7;15.0;Florida;United States;Delta Air Lines;Pensacola - Atlanta;McDonnell Douglas MD-88;142.0;137.0;5.0;2.0;2.0;0.0;0.0
1996;7;16.0;;;Milne Bay Air;Bosavi - Mendi;de Havilland Canada DHC-6 Twin Otter 300;20.0;19.0;1.0;20.0;19.0;1.0;0.0
1996;7;9.0;;India;Archana Airlines;Delhi - Shimla - Kulu;Let 410;9.0;6.0;3.0;9.0;6.0;3.0;0.0
1996;7;18.0;;;Military - Belgian Air Force;Villafranca, Italy - Eindhoven AB;Lockheed C-130H;41.0;37.0;4.0;34.0;30.0;4.0;0.0
1996;7;16.0;;Mexico;Aerolatino (Aerocaribe);Holvox Island - Playa del Carmen;de Havilland Canada DHC-6 Twin Otter 300;18.0;16.0;2.0;1.0;1.0;0.0;0.0
1996;7;20.0;New York;United States;Trans World Airlines;New York City - Paris;Boeing B-747-131;230.0;212.0;18.0;230.0;212.0;18.0;0.0
1996;7;15.0;Alaska;United States;Northern Air Cargo;Emmonak - Aniak;Douglas DC-6A;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1996;7;;;;Myanmar Airways;Rangoon - Mergui;Fokker F-27 Friendship 600;49.0;44.0;5.0;8.0;8.0;0.0;0.0
1996;8;13.0;;Canada;First Air;Iqaluit - Markham Bay;de Havilland Canada DHC-6 Twin Otter 300;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1996;8;;;Canada;Air North;Bronson Creek - Wrangell;Douglas DC-4;3.0;0.0;3.0;1.0;0.0;1.0;0.0
1996;8;23.0;Wyoming;United States;Military - U.S. Air Force;Jackson Hole, WY - New York, NY;Lockheed C-130H Hercules;9.0;1.0;8.0;9.0;1.0;8.0;0.0
1996;8;19.0;;;Harbour Air;Tasu - Alliford;de Havilland Canada DHC-3 Turbo Otter;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1996;8;3.0;;;Spair Air Transport;Belgrade - Malta;Ilyushin IL-76T;12.0;2.0;10.0;12.0;2.0;10.0;0.0
1996;8;10.0;;Norway;Vnokovo Airlines;Moscow - Svalbard;Tupolev TU-154M;141.0;129.0;12.0;141.0;129.0;12.0;0.0
1996;9;16.0;;Netherlands;Dutch Dakota Association;Texel - Amsterdam;Douglas DC-3C;32.0;26.0;6.0;32.0;26.0;6.0;0.0
1996;10;1.0;;Peru;Aeroperu;Lima - Santiago;Boeing B-757-200;70.0;61.0;9.0;70.0;61.0;9.0;0.0
1996;10;;;Congo;Malu Aviation;;de Havilland Canada DHC-6 Twin Otter 200;21.0;19.0;2.0;6.0;4.0;2.0;0.0
1996;10;;;Angola;Savanair;;Antonov 12B;19.0;13.0;6.0;6.0;5.0;1.0;0.0
1996;10;10.0;;Italy;Aeroflot;Moscow - Turin, Italy;Antonov An-124;23.0;0.0;23.0;2.0;0.0;2.0;2.0
1996;10;22.0;;Ecuador;Million Air;Manta - Miami;Boeing B-707-323C;4.0;0.0;4.0;4.0;0.0;4.0;30.0
1996;10;20.0;;Russia;Tyumen Aviatrans;Tyumen - Khanty;Yakovlev YAK-40;34.0;30.0;4.0;5.0;3.0;2.0;0.0
1996;10;8.0;;Brazil;TAM (Brazil);Sao Paulo - Rio de Janiero;Fokker 100;95.0;89.0;6.0;95.0;89.0;6.0;3.0
1996;11;8.0;;Guatemala;Transported Areos Profesionales - TAPSA;Guatemala City - Flores;Embraer 110P1 Bandeirante;16.0;14.0;2.0;16.0;14.0;2.0;0.0
1996;11;17.0;;Nigeria;Aviation Development Corporation;Port Harcourt - Lagos;Boeing B-727-231;143.0;134.0;9.0;143.0;134.0;9.0;0.0
1996;11;9.0;;France;Jetcom S.A.;Geneva - Bordeaux;Cessna 421C Golden Eagle;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1996;11;18.0;;India;Saudi Arabian Airlines / Kazakhstan Airlines;New Delhi - Dhahran / Chimkent - New Delhi;Boeing B-747-168B / Ilyushin IL-76TD;349.0;316.0;33.0;349.0;316.0;33.0;0.0
1996;11;13.0;;Russia;Komi Avia;Most Pyssa - Koslan;Antonov AN-2;15.0;13.0;2.0;14.0;13.0;1.0;0.0
1996;11;17.0;Illinois;United States;United Express  / Private;Burlington, IA - Quincy, IA;Beechcraft 1900-C / Beech King Air A90;14.0;10.0;4.0;14.0;10.0;4.0;0.0
1996;11;19.0;;;Military - U.S. Air Force;San Diego, CA - Portland, OR;Lockheed HC-130P Hercules;11.0;0.0;11.0;10.0;0.0;10.0;0.0
1996;11;15.0;;Comoros;Ethiopian Airlines;Addis Ababa - Nairobi;Boeing B-767-260ER;175.0;163.0;12.0;127.0;117.0;10.0;0.0
1996;11;11.0;;Russia;Military - Russian Air Force;Abakan - Petropavlosk - Kamchatsky;Ilyushin IL-76MD;23.0;19.0;4.0;23.0;19.0;4.0;0.0
1996;11;10.0;;Colombia;ACES Colombia;Medellin - Bahia Solano;de Havilland Canada DHC-6 Twin Otter 300;15.0;13.0;2.0;14.0;12.0;2.0;0.0
1996;12;15.0;;Indonesia;Dirgantara Air Services;Banjarmasin - Sampit;CASA 212 Aviocar 100;17.0;15.0;2.0;16.0;14.0;2.0;2.0
1996;12;18.0;Idaho;United States;Emery Worldwide;Boise - Salt Lake City;Douglas C-47A;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1996;12;;;Russia;Military - Russian Air Force;St. Petersburg - Krasnodar;Antonov AN-12;18.0;11.0;7.0;18.0;11.0;7.0;0.0
1996;12;22.0;;Colombia;SELVA;Bogota - Medellin;Antonov An-32B;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1996;12;18.0;Virginia;United States;Airborne Express;Test flight;McDonnell Douglas DC-8-63F;6.0;3.0;3.0;6.0;3.0;3.0;0.0
1996;12;10.0;New Hampshire;United States;Aircraft Charter Group Inc;Bridgeport, CT - Lebanon, NH;Learjet 35A;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1996;12;15.0;;India;Military - Indian Air Force;Tanbaram AFB - Hyderabad;Hindustan Aeronautics 748-2;22.0;17.0;5.0;22.0;17.0;5.0;0.0
1997;1;11.0;;;Polynesian Airlines;Pago Pago - FagaliI;de Havilland Canada DHC-6 Twin Otter 300;5.0;3.0;2.0;3.0;2.0;1.0;0.0
1997;1;15.0;Michigan;United States;Comair;Cincinnati - Detroit;Embraer 120RT Brasilia;29.0;26.0;3.0;29.0;26.0;3.0;0.0
1997;1;23.0;Alaska;United States;Southcentral Air;St. Marys - Kenai;de Havilland Canada DHC-4A Caribou;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1997;1;;;Nigeria;Skypower Express Airways;Jos - Yola;Embraer 110P1A Bandeirante;16.0;13.0;3.0;5.0;2.0;3.0;0.0
1997;2;14.0;;Senegal;Air Senegal;Tambacounda - Dakar;Hawker Siddeley HS-748-353 Srs.2a;52.0;49.0;3.0;25.0;22.0;3.0;0.0
1997;2;17.0;;Angola;Force Area Populaire de Angola;Luanda - Cafunfo;CASA 212 Aviocar 200;37.0;33.0;4.0;37.0;33.0;4.0;0.0
1997;2;19.0;;;Military - Israel Air Force /Military -  Israel Air Force;;Sikorsky CH53D / Sikorsky CH53D;73.0;;;73.0;;;0.0
1997;2;12.0;;Brazil;Varig;Maraba - Carajas;Boeing B-737-2C3;52.0;46.0;6.0;1.0;0.0;1.0;0.0
1997;2;3.0;;Guatemala;Transpolar;Lima, Peru - Guatemala City, Guatemala;IAI 1124 Westwind;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1997;3;;;Angola;ALADA;Luanda - Lucapa;Antonov AN-12B;16.0;12.0;4.0;16.0;12.0;4.0;0.0
1997;3;18.0;;Iran;Military - Iranian Air Force;Dezful - Mashhad;Lockheed C-130HF;88.0;80.0;8.0;88.0;80.0;8.0;0.0
1997;3;10.0;;Russia;Stavropol Airlines;Stavropol - Trabzon;Antonov AN-24RV;50.0;44.0;6.0;50.0;44.0;6.0;0.0
1997;4;;;Honduras;Military - U.S. Air Force;Howard AFB - Tegucigalpa;Lockheed C-130H Hercules;10.0;;;3.0;;;0.0
1997;4;0.0;Georgia;United States;Custom Air Service;Griffin - Americus;Aviation Traders ATL-98 Carvair;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1997;4;20.0;Alaska;United States;Hageland Aviation Services;Barrow - Wainwright;Cessna 208B Caravan I;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1997;4;;;;TAAG Angola Airlines;Brazzaville - Luanda;Fokker F-27 Friendship 600;7.0;4.0;3.0;3.0;0.0;3.0;0.0
1997;4;;;Azerbaijan;Azerbaijan Airlines;Training;Yakovlev 40;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1997;4;;;Niger;Military - Niger Air Force;Lome - Niamey;Lockheed C-130H Hercules;14.0;;;14.0;;;0.0
1997;4;7.0;;Indonesia;Merpati Nusantara Airlines;Jakarta - Tanjung Pandan;British Aerospace ATP;53.0;48.0;5.0;15.0;11.0;4.0;0.0
1997;4;18.0;;Afghanistan;Military - Afghan Republican Air Force;;Antonov AN-26;36.0;;;36.0;;;0.0
1997;5;21.0;;China;China Southern Airlines;Chongqing - Shenzen;Boeing B-737-31B;74.0;65.0;9.0;35.0;33.0;2.0;0.0
1997;6;7.0;;Congo;Bazair;Bunia - Kisangani;Vickers Viscount 781D;27.0;20.0;7.0;27.0;20.0;7.0;0.0
1997;6;;;Mongolia;MIAT - Mongolian Airlines;Ulan Bator - Mandalgobi;Harbin Yunshuji Y-12 II;12.0;10.0;2.0;7.0;7.0;0.0;0.0
1997;7;3.0;;India;Elbee Airlines;Mumbai - Banglaor;Fokker F-27 Friendship 200;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1997;7;;;Colombia;Military - Colombian Army;;Mil Mi-17 (helicopter);29.0;25.0;4.0;25.0;21.0;4.0;0.0
1997;7;9.0;;Brazil;TAM (Brazil);Sao Jose dos Campos - Congonhas;Fokker 100;60.0;55.0;5.0;1.0;1.0;0.0;0.0
1997;7;21.0;;Cuba;Cubana de Aviacion;Santiago de Cuba - Havana;Antonov AN-24;44.0;39.0;5.0;44.0;39.0;5.0;0.0
1997;7;11.0;;Indonesia;Sempati Air;Bangdung - Jakarta;Fokker F-27 Friendship 600;50.0;45.0;5.0;30.0;25.0;5.0;0.0
1997;7;10.0;;;Goroka Air Services;Chimbu - Goroka;de Havilland Canada DHC-6 Twin Otter 300;4.0;3.0;1.0;2.0;1.0;1.0;0.0
1997;7;;;Nigeria;ADC Airlines;Lagos - Calabar;BAC One-Eleven 203AE;55.0;49.0;6.0;1.0;0.0;1.0;0.0
1997;7;10.0;;Italy;Air Littoral;Nice - Florence;Aerospatiale ATR-42-512;17.0;14.0;3.0;1.0;0.0;1.0;0.0
1997;8;1.0;;;Korean Airlines;Seoul - Guam;Boeing B-747-300;254.0;231.0;23.0;228.0;206.0;22.0;0.0
1997;8;12.0;Florida;United States;Fine Air;Miami - Santo Domingo;McDonnell Douglas DC-8-61F;4.0;1.0;3.0;4.0;1.0;3.0;1.0
1997;8;8.0;;Taiwan;Formosa Airlines;Taipei - Matsu;Dornier DO-228-212;16.0;14.0;2.0;16.0;14.0;2.0;0.0
1997;8;;;Venezuela;SATENA;San Felipe - Puerto Inirida;Pilatus PC-6 Turbo Porter / Cessna 206;12.0;10.0;2.0;12.0;10.0;2.0;0.0
1997;9;14.0;;Cambodia;Vietnam Airlines;Ho Chi Minh City - Phnom Penh;Tupolev TU-134;66.0;60.0;6.0;65.0;59.0;6.0;0.0
1997;9;19.0;;Malaysia;Borneo Airways;Bandar Seri Begawan - Miri;Dornier 228-212;10.0;8.0;2.0;10.0;8.0;2.0;0.0
1997;9;;;Zaire;TMK Air Commuter;Buknavu - Uvira;de Havilland Canada DHC-6 Twin Otter 300;22.0;21.0;1.0;22.0;21.0;1.0;0.0
1997;9;17.0;;;Military - Luftwaffe / Military - USAF;Niamey - Windhoek;Tupolev TU-154M / C-141 Starlifter;33.0;23.0;10.0;33.0;23.0;10.0;0.0
1997;9;13.0;;Indonesia;Garuda Indonesia Airlines;Jakarta - Medan;Airbus A300-B4-200;234.0;222.0;12.0;234.0;222.0;12.0;0.0
1997;10;7.0;Colorado;United States;Scenic Airlines;Montrose, CO - Page, AZ;Cessna 208B Caravan I;9.0;8.0;1.0;9.0;8.0;1.0;0.0
1997;10;22.0;;Uruguay;Austral Lineas Aeras (Argentina);Posadas - Buenos Aires;McDonnell Douglas DC-9-32;74.0;69.0;5.0;74.0;69.0;5.0;0.0
1997;10;;;Taiwan;Military - Republic of China Air Force;;Lockheed C-130H Hercules;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1997;10;17.0;California;United States;Private;;Rutan Long EZ (experimental aircraft);1.0;0.0;1.0;1.0;0.0;1.0;0.0
1997;10;;;Afghanistan;Ariana Afghan Airlines;;Yakovlev YAK-40;26.0;20.0;6.0;2.0;2.0;0.0;0.0
1997;11;8.0;Alaska;United States;Hageland Aviation Services;Barrow - Wainwright;Cessna 208B Caravan I;8.0;7.0;1.0;8.0;7.0;1.0;0.0
1997;12;14.0;;Russia;Military - Russian Air Force;Irkutsk - Vladivostok;Antonov AN-124-100;23.0;17.0;6.0;23.0;17.0;6.0;44.0
1997;12;15.0;;Canada;Sowind Air;Winnipeg - Little Grand Rapids;Embraer 110P1 Bandeirante;17.0;15.0;2.0;4.0;3.0;1.0;0.0
1997;12;17.0;;Bolivia;STAP;Villamontes - Santa Cruz;Swearingen SA-226T Metro II;19.0;17.0;2.0;10.0;9.0;1.0;0.0
1997;12;18.0;;United Arab Emirates;Tajikistan Airlines;Dushanbe - Sharjah;Tupolev TU-154;86.0;77.0;9.0;85.0;77.0;8.0;0.0
1997;12;19.0;;Greece;Aerosweet Airlines (LVOV);Odessa - Thessaloniki;Yakovlev YAK-42;70.0;62.0;8.0;70.0;62.0;8.0;0.0
1997;12;16.0;;Indonesia;SilkAir;Jakarta - Hatta - Singapore;Boeing B-737-300;104.0;97.0;7.0;104.0;97.0;7.0;0.0
1997;12;;;Greece;Military - Greek Air Force;Search mission;Lockheed C-130H Hercules;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1997;12;;;;Renan Airways;Abidjan - Rundu, Nambia;Antonov An-72;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1997;12;23.0;;;United Air Lines;Tokyo - Honolulu;Boeing B-747-122;393.0;374.0;19.0;1.0;1.0;0.0;0.0
1997;12;7.0;;Panama;Parsa;Panama City - Rio Sidra;Britten Norman BN-2A Trislander;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1998;1;18.0;;Czech Republic;Aeroservice International;Gomel - Kunovice;Let 410UVP;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1998;1;22.0;;Pakistan;Military - Ariana Afghan Airlines;Kandahar - Herart;Antonov AN-12BP;51.0;45.0;6.0;51.0;45.0;6.0;0.0
1998;1;11.0;;;Myanmar Airways;Thandwe - Sittwe;Fokker F-27 Friendship 600;45.0;41.0;4.0;16.0;15.0;1.0;0.0
1998;2;11.0;;Philippines;Cebu Pacific Air;Tacloban - Cagayan de Oro;McDonnell Douglas DC-9-32;104.0;99.0;5.0;104.0;99.0;5.0;0.0
1998;2;15.0;;Italy;Military - U.S. Marine Corps;;Grummand EA-6B;2.0;0.0;2.0;0.0;0.0;0.0;20.0
1998;2;22.0;;Portugal;Air Luxor;Terceira - Lisbon;Antonov 12BP;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1998;2;12.0;;Spain;Military - Spanish Air Force;;CASA 212-S1 Aviocar 100;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1998;2;8.0;;Sudan;Military - Sudan Air Force;;Antonov AN-32;57.0;50.0;7.0;27.0;24.0;3.0;0.0
1998;2;20.0;;Taiwan;China Airlines (Taiwan);Denpasar - Taipei;Airbus A300-622R;196.0;182.0;14.0;196.0;182.0;14.0;7.0
1998;3;16.0;;Kenya;Air Memphis;Mombasa, Kenya - Cairo, Egypt;Boeing 707-336C;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1998;3;19.0;;Taiwan;Formosa Airlines;Hsinchu - Kao Hsiung;Saab340B;13.0;8.0;5.0;13.0;8.0;5.0;0.0
1998;3;14.0;;Afghanistan;Ariana Afghan Airlines;Dubai - Kandahar - Kabul;Boeing B-727-228;45.0;32.0;13.0;45.0;32.0;13.0;0.0
1998;3;19.0;;Philippines;Philippine Air Lines;Manila - Bacolod;Airbus A.320-214;127.0;121.0;6.0;0.0;0.0;0.0;3.0
1998;3;9.0;;Peru;Fuerza Aérea del Peru;Tumbes - Piura;Antonov AN-32;55.0;50.0;5.0;22.0;22.0;0.0;1.0
1998;3;;;Mexico;Linea Aérea Mexicana de Carga;;Convair CV-240-53;4.0;0.0;4.0;2.0;0.0;2.0;0.0
1998;4;16.0;;Colombia;Air France;Bogota - Quito;Boeing B-727-230;53.0;43.0;10.0;53.0;43.0;10.0;0.0
1998;5;21.0;;Peru;Fuerza Aérea del Peru;Iquitos - Andoas;Boeing B-737-282;88.0;81.0;7.0;75.0;69.0;6.0;0.0
1998;5;19.0;;Mauritania;Military - Mauritanian Air Force;Nema - Nouakchott;Xian Yunshuji Y-7-100C;42.0;35.0;7.0;39.0;32.0;7.0;0.0
1998;5;10.0;;Laos;Military - Lao People's Liberation Army Air Force;Vientiane - Xiang Khoang;Yakovlev YAK-40;26.0;20.0;6.0;26.0;20.0;6.0;0.0
1998;5;0.0;North Carolina;United States;Air Taxi - US Helicopters Inc.;Charlotte, NC - Monroe, NC;Bell 206L-3;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1998;5;9.0;;Mongolia;MIAT - Mongolian Airlines;Erdenet - Moron;Harbin Yunshuji Y-12 II;28.0;26.0;2.0;28.0;26.0;2.0;0.0
1998;6;7.0;;Canada;Propair;Montreal - Peterborough;Swearingen SA-226TC Metroliner II;11.0;9.0;2.0;11.0;9.0;2.0;0.0
1998;6;9.0;Hawaii;United States;Air Taxi - Ohana Helicopter Tours;Sightseeing;Eurocopter AS-350-BA;6.0;4.0;2.0;6.0;4.0;2.0;0.0
1998;7;23.0;;United Arab Emirates;ATI Aircompany;Rasal - Nikolaev, Ukraine;Ilyushin 76MD;8.0;0.0;8.0;8.0;0.0;8.0;0.0
1998;7;21.0;;Argentina;Alas del Sur;Tucumán - Córdoba;Rockwell Sabreliner 60;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1998;7;4.0;;Eritrea;Ukraine Aviation Transport Company;Bourgas, Bulgaria - Asmara, Eritrea;Ilyushin II-76;10.0;1.0;9.0;10.0;1.0;9.0;0.0
1998;7;;;Mexico;Military - Mexican Air Force;Mexico City - Tuxtla Gutiérrez;Shorts SC-7 Skyvan 3-100;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1998;7;;;;Plane Sailing;VP-BPS;Consolidated PBY-5A Catalina;18.0;14.0;4.0;4.0;2.0;2.0;0.0
1998;7;;;Spain;Swifair;Palma de Mallorca - Barcelona;Swearingen SA.227AC Metro III;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1998;7;16.0;;Brazil;Selva Taxi Aero;Tefe - Manaus;Embraer 110 Bandeirante;24.0;22.0;2.0;5.0;4.0;1.0;0.0
1998;7;15.0;;France;Proteus Air / Private;Lyon - Lorient;Beechcraft 1900D / Cessna 177;15.0;12.0;3.0;15.0;12.0;3.0;0.0
1998;7;11.0;;India;Alliance Airlines;Agathi - Kochi - Thiruvananthapuram;Dornier 228-201;6.0;3.0;3.0;6.0;3.0;3.0;2.0
1998;8;17.0;;Canada;Harbour Air Seaplanes Ltd.;Prince Rupert - Kincolith;de Havilland Dash-2 Beaver;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1998;8;;;Angola;Alada;;Antonov An-12BP;13.0;6.0;7.0;1.0;0.0;1.0;0.0
1998;8;16.0;;New Zealand;Vincent Aviation;Stewart Island - Invercargill;Cessna 402C;10.0;9.0;1.0;5.0;4.0;1.0;0.0
1998;8;11.0;;Nepal;Lumbini Airways;Jomsom - Pokhara;de Havilland Canada DHC-6 Twin Otter 300;18.0;15.0;3.0;18.0;15.0;3.0;0.0
1998;8;16.0;;South Africa;Speed Service Couriers;Pretoria - Durban;DC-3-65TP;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1998;8;8.0;;;Myanmar Airways;Rangoon - Tachilek;Fokker F-27 Friendship 600;44.0;40.0;4.0;44.0;40.0;4.0;0.0
1998;8;13.0;;Ecuador;Cubana de Aviacion;Quito - Guayaquil - Havana;Tupolev TU-154M;91.0;77.0;14.0;70.0;56.0;14.0;10.0
1998;9;21.0;;Canada;Swissair;New York City - Geneva;McDonnell Douglas MD-11;229.0;215.0;14.0;229.0;215.0;14.0;0.0
1998;9;;;Angola;Permaviatrans;;Antonov AN-26;24.0;20.0;4.0;24.0;20.0;4.0;0.0
1998;9;10.0;Alaska;United States;Rusts Flying Service Inc.;Anchorage, AK - Hoholitna River, AK;de Havilland Dash-2 float plane;5.0;4.0;1.0;5.0;4.0;1.0;0.0
1998;9;;;Pakistan;Military - Pakistan Air Force;;Lockheed C-130B Hercules;5.0;0.0;5.0;5.0;0.0;5.0;0.0
1998;9;9.0;;;Paukn Air;Malaga - Melilla;British Aerospace BAe-146-100;38.0;34.0;4.0;38.0;34.0;4.0;0.0
1998;9;13.0;;Cape Verde;Cabo Verde Airlines;Sao Nicolau - Praia;de Havilland Canada DHC-6 Twin Otter 300;22.0;20.0;2.0;1.0;1.0;0.0;0.0
1998;9;13.0;;Sri Lanka;Lionair;Jaffna - Colombo;Antonov AN-24RV;55.0;48.0;7.0;55.0;48.0;7.0;0.0
1998;10;9.0;;Venezuela;Servivensa;Sighteeing;Douglas DC-3C;27.0;24.0;3.0;1.0;0.0;1.0;0.0
